,CAPÍTULO I  FILIPA GUIMARÃES,SENTIMENTO GLOBAL,SENTIMENTO POSITIVO,TERMOS/EXPRESSÕES  POSITIVOS,SENTIMENTO NEGATIVO,TERMOS/EXPRESSÕES  NEGATIVOS
1829,"Simão atalhou assim à resposta balbuciante de Mariana: — A sua curiosidade incomoda-me, mano Manuel. — Pensei que não era ofensiva — respondeu o outro, tomando o chapéu. — Quer mandar algum recado à mãe? — Nada.",,,,,
1830,"Estando Manuel Botelho, na tarde desse dia, a fechar as malas para seguir caminho até Vila Real, foi visitado pelo desembargador Mourão Mosqueira e pelo corregedor do crime. — Devemos à espionagem da polícia — disse o corregedor — a novidade de estar nesta estalagem um filho do meu antigo amigo, condiscípulo e colega Domingos Correia Botelho.",,,,,
1831,Aqui vimos dar-lhe um abraço e oferecer o nosso préstimo.,,,,,
1832,"Esta senhora é a sua esposa? — continuou o magistrado, reparando na açoriana. — Não é minha esposa. — balbuciou Manuel — é minha irmã. — Sua irmã. — disse Mosqueira — qual das três?",,,,,
1833,"Há cinco anos que as vi em Viseu, e grande mudança fez esta senhora, que não me recordo das suas feições absolutamente coisa nenhuma.",,,,,
1834,"É a senhora D Ana Amália? — Justamente — disse Manuel. — Bela lhe afirmo eu que está, minha senhora; mas fez-se um rosto muito outro do que era! — Vieram ver o infeliz Simão? — atalhou o corregedor. — Sim, senhor.",,,,,
1835,Viemos ver meu pobre irmão. — Foi um raio que caiu na família aquele rapaz! — jurou Mosqueira. — Mas pode estar certo que a sentença não se executa; diga à sua mãe que o ouviu da minha boca.,,,,,
1836,"O meu tribunal está preparado para lhe minorar a pena em dez anos de degredo para a Índia, e o seu pai, segundo me disse na passagem para Vila Real, já preparou as coisas na Suplicação e no Desembargo do Paço, não obstante o morto lá ter parentes poderosos nas duas instâncias.",,,,,
1837,Quiséramos absolvê-lo e restituí-lo à sua família; mas tanto é impossível.,,,,,
1838,Simão matou e confessa soberbamente que matou.,,,,,
1839,Não consente mesmo que se diga que o fez em defesa.,,,,,
1840,É um doido desgraçado com sentimentos nobilíssimos!,,,,,
1841,Chovem cartas de empenho a favor do Albuquerque.,,,,,
1842,Pedem a cabeça do pobre rapaz com uma sem-cerimónia que indigna o ânimo. — É essa a menina que foi a causa da desgraça? — perguntou Manuel. — Essa é uma heroína! — respondeu o corregedor do crime. — Davam- na já por morta quando Simão chegou aqui.,,,,,
1843,"Desde que soube das probabilidades da comutação da pena, deu um pontapé na morte, e está salva, segundo me disse o médico. — Conhece-a muito bem, minha senhora? — disse o desembargador à dama, suposta irmã de Manuel. — Muito bem — respondeu ela, relanceando os olhos ao amante. — Dizem que é formosíssima! — Decerto — acudiu Manuel — é formosíssima! — Muito bem — disse o corregedor, erguendo-se. — Leve este abraço ao seu pai, e diga-lhe que o condiscípulo cá está, leal e dedicado como sempre.",,,,,
1844,Tenho de lhe escrever brevemente.,,,,,
1845,"E outro abraço para sua virtuosa mãe — acrescentou o desembargador. — Vou desconfiado! — disse o Mosqueira ao colega. — Manuel Botelho tinha, há coisa de um ano, fugido para Espanha com uma senhora casada.",,,,,
1846,"Aquela mulher que vimos não é irmã dele. — Então se nos mentiu, é um patife, por nos obrigar a cortejar uma concubina!",,,,,
1847,"Irei informar-me melhor. — disse o corregedor, ofendido no seu austero pundonor.",,,,,
1848,"E na carta que mandou, escrevendo a Domingos Botelho, dizia no período final: Tive o gosto de conhecer o teu filho Manuel, e uma das tuas filhas; por ele te mandei um abraço, e por ela te mandaria outro, se fosse moda ensinarem velhos a meninas bonitas como se dão os abraços nos pais.",,,,,
1849,"Estava já Manuel em casa, e pensava em alugar uma modesta casa para a açoriana, auxiliado pela sua bondosa e indulgente mãe.",,,,,
1850,"Domingos Botelho fora informado da vinda, e dissera que não queria ver o filho, avisando-o de que era considerado desertor de cavalaria desde que abandonara os estudos, onde estava com licença.",,,,,
1851,"Recebeu depois a carta do crime, e mandou imediata e secretamente ver se em Vila Real estava a senhora que indicava a carta.",,,,,
1852,"O espião deu-a como certa na estalagem, enquanto Manuel Botelho pensava nos adornos de uma casa.",,,,,
1853,"Escreveu o magistrado ao juiz de fora, e este mandou chamar à sua presença a mulher suspeita e ouviu dela a sua história, sincera e lacrimosamente contada.",,,,,
1854,"Condoeu-se o juiz, e revelou ao colega as suas averiguações.",,,,,
1855,"Domingos Botelho foi a Vila Real, e hospedou-se em casa do juiz de fora, onde a senhora foi novamente chamada, sendo que ao mesmo tempo o general da província lavrava ordem de prisão para o cadete desertor de cavalaria de Bragança.",,,,,
1856,"A açoriana, em vez do juiz, encontrou um homem feio, de carrancuda sombra, e aparências de intenções sinistras. — Eu sou pai de Manuel — disse Domingos Botelho. — Sei a história da senhora.",,,,,
1857,O infame é ele.,,,,,
1858,A senhora é a vítima.,,,,,
1859,O castigo da senhora principiou desde o momento em que a sua consciência lhe disse que praticou uma ação indigna.,,,,,
1860,"Se a consciência não lho disse ainda, ela lho dirá.",,,,,
1861,"De onde é? — Da ilha do Faial — respondeu trémula a dama. — Tem família? — Tenho mãe e irmãs. — Sua mãe aceitá-la-ia, se a senhora lhe pedisse abrigo? — Creio que sim. — Sabe que Manuel é um desertor, que a estas horas está preso ou fugitivo? — Não sabia. — Quer isto dizer que a senhora não tem a proteção de alguém.",,,,,
1862,"A pobre mulher soluçava, abafada por ânsias, e debulhada em lágrimas. — Porque não vai para a sua mãe? — Não tenho recursos alguns — respondeu ela. — Quer partir hoje mesmo?",,,,,
1863,"À porta da estalagem, daqui a pouco, encontrará uma liteira e uma criada para acompanhá-la até ao Porto.",,,,,
1864,Lá entregará uma carta.,,,,,
1865,A pessoa a quem escrevo tratará da passagem para Lisboa.,,,,,
1866,Em Lisboa outra pessoa a levará a bordo da primeira embarcação que sair para os Açores.,,,,,
1867,Estamos combinados?,,,,,
1868,Aceita? — Beijo as mãos de vossa senhoria.,,,,,
1869,Uma desgraçada como eu não podia esperar tanta caridade.,,,,,
1870,"Poucas horas depois, a açoriana… Morreu de paixão e vergonha, talvez! exclama uma leitora sensível.",,,,,
1871,"Não, minha senhora; o estudante continuo nesse ano a frequentar a Universidade; e como tinha já vasta instrução em patologia, poupou-se à morte da vergonha, que é uma morte inventada pelo visconde de A Garrett no Fr.",,,,,
1872,"Luís de Sousa, e à morte da paixão, que é outra morte inventada pelos namorados nas cartas despeitosas, e que não pega nos maridos a quem o século dotou de sábias filosofia, filosofia grega ou romana, porque bem sabem que os filósofos da antiguidade davam por mimo as mulheres aos seus amigos, quando os seus amigos por favor lhas não tiravam.",,,,,
1873,"Pois o médico não morreu, nem sequer desmedrou ou levou de significativo a preocupação do ânimo, insensível às amenidades da terapêutica.",,,,,
1874,"A mulher, inquestionavelmente muito mais alquebrada e valetudinária que o seu amante, lavada em lágrimas, morta de saudades, sem futuro, sem esperanças, sem voz humana que a consolasse, entrou na liteira, e chegou ao Porto, onde procurou o corregedor do crime para entregar-lhe uma carta do doutor Domingos Botelho.",,,,,
1875,"Uma parte desta carta dizia assim: Deste-me notícia de uma filha que eu não conhecia, nem reconheço.",,,,,
1876,"A mãe desta senhora está no Faial, para onde ela vai.",,,,,
1877,"Prepara tu, ou manda preparar, o seu transporte para Lisboa, e encarrega ali alguém de correr com a passagem dela para os Açores no primeiro navio.",,,,,
1878,A mim me darás contas das despesas.,,,,,
1879,O meu filho Manuel teve ao menos a virtude de não matar ninguém para se constituir amante.,,,,,
1880,"Do modo como correm os tempos, muito virtuoso é o rapaz que não mata o marido da mulher que ama.",,,,,
1881,"Vê se consegues do general, que está aí, perdão para o rapaz que é desertor de cavalaria seis, e me consta que está escondido em casa de um parente.",,,,,
1882,"Enquanto a Simão, creio que não é possível salvá-lo do degredo temporário.",,,,,
1883,É uma lança em África livrá-lo da forca.,,,,,
1884,"Em Lisboa movem-se grandes potências contra o desgraçado, e eu estou malvisto do intendente-geral por abandonar o lugar., etc.",,,,,
1885,"Partiu para Lisboa a açoriana, e dali para a sua terra, e para o abrigo da sua mãe, que a julgava morta, e lhe deu anos de vida, se não ditosa, sossegada e desiludida de quimeras.",,,,,
1886,"Manuel Botelho, obtido o perdão pela preponderância do corregedor do crime, mudou de regimento para Lisboa, e aí permaneceu até que, falecido o seu pai, pediu baixa e voltou à província.",,,,,
1887,CAPÍTULO XVII,,,,,
1888,"João da Cruz, no dia 4 de Agosto de 1805, sentou-se à mesa com triste aspeto e nenhum apetite do almoço. — Não comes, João? — disse-lhe a cunhada. — Não.",,,,,
1889,Passa mais daqui o bocado — respondeu ele levando os dedos ao pescoço. — Que tens? — Tenho saudades da rapariga.,,,,,
1890,"Dava agora tudo quanto tenho para a ver aqui ao pé de mim, com aqueles olhos que pareciam ir direitos aos desgostos que um homem tem no seu interior.",,,,,
1891,"Mal hajam as desgraças da minha vida, que ma fizeram perder, Deus sabe se por pouco tempo, se para sempre!",,,,,
1892,"Se eu não tivesse dado o tiro ao almocreve, não ficaria em obrigação para com o corregedor, e nem me importaria que o filho dele vivesse ou morresse. — Mas se tens saudades — atalhou a senhora Josefa — manda buscar a rapariga, tem-la cá algum tempo, e manda-a depois outra vez para servir o senhor Simão. — Isso não é de homem que põe navalha na cara, Josefa.",,,,,
1893,"O rapaz, se ela lhe falta, morre de pasmo dentro daqueles ferros.",,,,,
1894,Isto é maluqueira que me deu hoje.,,,,,
1895,Sabes que mais?,,,,,
1896,Raios partam o dinheiro: amanhã vou ao Porto. — Pois isso é o que deves fazer. — Está dito.,,,,,
1897,Quem cá ficar que o ganhe.,,,,,
1898,Vão-se os anéis e fiquem os dedos.,,,,,
1899,"Por ora, tem-se resistido a tudo com meu braço.",,,,,
1900,"A rapariga, se ficar com menos , há de se arranjar.",,,,,
1901,"Assim o quer, assim o tenha.",,,,,
1902,"Reanimou-se a fisionomia do mestre ferrador, e os empeços da garganta iam- se removendo à medida que planeava a sua ida ao Porto.",,,,,
1903,"Acabara de almoçar, e ficara cismático, encostado à mesa do escano. — Ainda estás a pensar? — perguntou Josefa. — Parece coisa do demónio, mulher!",,,,,
1904,"A rapariga estará doente ou morta? — Anjo bento da Santíssima Trindade — exclamou a cunhada, erguendo as mãos. — Que dizes, João? — Estou cá negro por dentro como aquela sertã! — Isso é ansiedade, homem!",,,,,
1905,"Vai tomar ar, trabalha um pouco para desanuviares.",,,,,
1906,João da Cruz foi até à oficina e começou a atarracar cravos na bigorna.,,,,,
1907,"Alguns conhecidos tinham passado, conversando com ele como costumavam fazer, e acharam-no taciturno e nada para graças. — Que tens, João? — dizia um. — Não tenho nada.",,,,,
1908,"Vai à tua vida e deixa-me, que não estou para lérias.",,,,,
1909,"Outro parava e dizia: — Guarde-o Deus, senhor João. — E a vossemecê também.",,,,,
1910,"Que novidade tem? — Não sei de nada. — Pois então vá com a nossa Senhora, que eu estou cá de candeias às avessas.",,,,,
1911,"O ferrador largava o martelo; sentava-se aos poucos no tronco, e coçava a cabeça com frenesi.",,,,,
1912,"Depois recomeçava novamente, e tão alheado o fazia, que estragava o cravo ou martelava os dedos. — Isto é coisa do Diabo! — exclamou ele; e foi à cozinha procurar a garrafa de vinho, que emborcou como qualquer fidalgo elegante de paixões etéreas se aturde com o absinto. — Hei de afogar-te, coisa má, que me estás a apertar a alma! — continuou o ferrador, sacudindo os braços, e batendo o pé no soalho.",,,,,
1913,Voltou à oficina ao mesmo tempo que um viajante ia a passar sobre a sua possante mula.,,,,,
1914,"Envolvia-se o cavaleiro num amplo capote à moda espanhola, sem embargo da calma que fazia.",,,,,
1915,"Viam-se-lhe as botas de couro cru, com esporas amarelas afiveladas, e o chapéu derrubado sobre os olhos. — Ora viva! — disse o passageiro. — Viva! — respondeu mestre João, relanceando os olhos pelas quatro patas da mula, a ver se tinha obra em que entreter o espírito. — A mula é de boa raça! — Não é má.",,,,,
1916,Vossemecê é que é o senhor João da Cruz? — Para o servir. — Venho aqui pagar-lhe uma dívida. — A mim?,,,,,
1917,"O senhor não me deve nada, que eu saiba. — Não sou eu que devo; é o meu pai, e ele foi que me encarregou de lhe pagar. — E quem é o seu pai? — O meu pai era um recoveiro de Carção, chamado Bento Machado.",,,,,
1918,"Proferida metade destas palavras, o cavaleiro afastou rapidamente as mangas do capote e desfechou um tiro de bacamarte no peito do ferrador.",,,,,
1919,"O assassino teria dado cinquenta passos a todo o galope da espantada mula, quando João da Cruz, debruçado sobre o banco, arrancava o último suspiro com a cara posta no chão, de onde apontara ao peito do almocreve dez anos antes.",,,,,
1920,"Os caminheiros, que passaram pelo cavaleiro inadvertidamente, ajuntaram-se em redor do cadáver.",,,,,
1921,"Josefa acudiu ao estrondo do tiro, e já não ouviu as últimas palavras do seu cunhado.",,,,,
1922,"Quis transportá-lo para dentro, e correu a chamar o cirurgião; mas um cirurgião estava no ajuntamento e chegou apenas para declarar morto o homem. — Quem o matou? — exclamaram trinta vozes ao mesmo tempo.",,,,,
1923,Nesse mesmo dia vieram justiças de Viseu levantar o inquérito e analisar suspeitas: nenhum indício lhes deu o fio do misterioso assassínio.,,,,,
1924,"O escrivão inventariou os objetos encontrados, e fechou as portas quando os sinos tocaram o derradeiro dobre ao cair do pano sobre João da Cruz.",,,,,
1925,Deus terá descontado nos instintos sanguinários do teu temperamento a nobreza da sua alma!,,,,,
1926,"Pensando nas incoerências da tua índole, homem que me explicas a providência, assombram-me as caprichosas antíteses que a mão de Deus infunde em alentos na criatura.",,,,,
1927,"Dorme o teu sono infinito, se nenhum outro tribunal te cita a responder pelas vidas que tiraste, e pelo que fizeste.",,,,,
1928,"Mas, se há estância de castigo e de misericórdia, as lágrimas da tua filha terão sido, na presença do Juiz Supremo, os teus merecimentos.",,,,,
1929,"Josefa escreveu a Mariana, noticiando-lhe a morte do seu pai, mas mandou a carta a Simão Botelho, para maior segurança.",,,,,
